0.066666667	-0.329062903	-1	12.265
-0.333333333	-1	-1	4.27
-0.2	-0.579746073	-1	11.357
-0.733333333	-0.942017268	-1	7.66
-0.6	-0.878279859	-1	9.79
-1	-0.90610404	1	10.423
1	1	-1	10.147
0.866666667	0.138906889	-1	10.197
